"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy","Partner Economy Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2013","","","","34.365037"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2015","","","","35.762671"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2015","","","","30.905985"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2013","","","","29.491215"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2014","","","","36.446866"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2016","","","","34.099805"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2017","","","","43.534723"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2018","","","","42.706161"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2019","","","","8545.498526"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2017","","","","6778.04669"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2013","","","","4707.030875"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2018","","","","7841.778756"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2016","","","","6103.67927"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2014","","","","5329.244802"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2015","","","","5943.760894"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2015","","","","6471.03057"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2016","","","","5831.519852"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2018","","","","6883.281645"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2013","","","","4232.964439"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2017","","","","6476.928491"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2014","","","","4898.318637"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2019","","","","7554.052589"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2014","","","","5186.024283"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2013","","","","4120.892041"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2018","","","","6488.530685"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2017","","","","6601.013221"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2016","","","","6121.191114"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2015","","","","4772.182895"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2015","","","","5546.495023"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2016","","","","6009.901526"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2017","","","","7607.471359"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2018","","","","7366.508214"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2014","","","","5625.32666"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2013","","","","4904.414107"
